model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-0.2803804742498867,-0.2803804742498867,-0.34956774769841176,0.8289981615724717,-0.5295096545388825,-0.3029734773523526,75.02731609344482,74.4527645111084,411.8632483482361,0.005274772644042969,0.00033164024353027344,0.17097735404968262,2,True,10
NeuralNetTorch_BAG_L1,-0.29235133822491643,-0.29235133822491643,-0.34336574512245976,0.8212436152997793,-0.5406952359924363,-0.3058469117322048,13.157809734344482,15.092863321304321,115.06969976425171,13.157809734344482,15.092863321304321,115.06969976425171,1,True,8
NeuralNetFastAI_BAG_L1,-0.2981157432621226,-0.2981157432621226,-0.38616204209595056,0.8193406886389013,-0.5459997648920031,-0.33780690366645255,56.02107334136963,57.563238859176636,163.41049098968506,56.02107334136963,57.563238859176636,163.41049098968506,1,True,6
LightGBMXT_BAG_L1,-0.28109329673463074,-0.28109329673463074,-0.3856163825987978,0.8342658603765987,-0.530182324049596,-0.3492627322497719,5.84315824508667,1.7963306903839111,133.21208024024963,5.84315824508667,1.7963306903839111,133.21208024024963,1,True,1
LightGBM_BAG_L1,-0.3216255029622491,-0.3216255029622491,-0.41477604224065673,0.8068591362876834,-0.5671203602078214,-0.37478289588936753,5.838747024536133,1.9598124027252197,261.44766187667847,5.838747024536133,1.9598124027252197,261.44766187667847,1,True,2
CatBoost_BAG_L1,-0.3050361412759693,-0.3050361412759693,-0.3988304268865385,0.8200544545465946,-0.5523007706639285,-0.37588662345379137,11.0230073928833,11.549659013748169,1237.8535668849945,11.0230073928833,11.549659013748169,1237.8535668849945,1,True,4
ExtraTreesMSE_BAG_L1,-0.32134500230493795,-0.32134500230493795,-0.41869015734707415,0.805776521169379,-0.56687300368331,-0.376033918920003,0.1717848777770996,0.1962108612060547,1.5649690628051758,0.1717848777770996,0.1962108612060547,1.5649690628051758,1,True,5
XGBoost_BAG_L1,-0.3271728086591344,-0.3271728086591344,-0.404586515533114,0.8002078062432487,-0.5719902172757279,-0.3790548612721006,3.6256587505340576,1.7641165256500244,475.4878017902374,3.6256587505340576,1.7641165256500244,475.4878017902374,1,True,7
LightGBMLarge_BAG_L1,-0.3362814165815683,-0.3362814165815683,-0.4205223957610794,0.7943503378917988,-0.5798977639046113,-0.3845593842280348,7.193885803222656,2.2467079162597656,911.2528705596924,7.193885803222656,2.2467079162597656,911.2528705596924,1,True,9
RandomForestMSE_BAG_L1,-0.35225587419667537,-0.35225587419667537,-0.4273881707711316,0.7810195757446091,-0.5935114777295174,-0.39583357933341645,0.15017294883728027,0.18900609016418457,2.9008302688598633,0.15017294883728027,0.18900609016418457,2.9008302688598633,1,True,3
